Ignoring roster for [Chungnam] in competition [2018 KeG Championship] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [EGM Demesys] in competition [Mastercard Nexus Tour 2022/Etape 6] as RL and R not equal: ['Grey (French Player)', 'Kisine', 'Shiroe', 'Nicolo', 'Dreanox', 'Efasio'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [HorYjin Esport] in competition [Mastercard Nexus Tour 2022/Etape 6] as RL and R not equal: ['Noom', 'EDOM', 'LeoKujo', 'Tîc (French Player)', 'Sugói (Mauritian Player)', 'ŚCIERWO'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [KINGDOM (French Team)] in competition [Mastercard Nexus Tour 2022/Etape 6] as RL and R not equal: ['Shiawase', 'Algoria', 'D1verse', 'Fabibοu', 'Nayas', 'Theorycraft God'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [La Secte] in competition [Mastercard Nexus Tour 2022/Etape 6] as RL and R not equal: ['Walou Garou', 'Crαkαn', 'Λsl', 'BSK Random', 'Vegetation94', 'Happyf1rst', 'Princess Amumu'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Osmoze] in competition [Mastercard Nexus Tour 2022/Etape 6] as RL and R not equal: ['KraoZer', 'Sambre', 'Ao Shin', 'Zest (French Player)', 'Ryzen', 'Atroxe', 'Arka'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Royal n'abandonne jamais] in competition [Mastercard Nexus Tour 2022/Etape 6] as RL and R not equal: ['sun bro', 'YokoHiro', 'Kuri (French Player)', 'Fury (French Player)', 'Sub all champs'] | Mid
Ignoring roster for [Start! Esport] in competition [Mastercard Nexus Tour 2022/Etape 6] as RL and R not equal: ['Kagaaaaa', 'KikiEnClaket', 'Ekaos', 'Made Jhin', 'KirinTor', 'Guirake', 'Draco (French Player)'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Ticroco Academy] in competition [Mastercard Nexus Tour 2022/Etape 6] as RL and R not equal: ['Ilyxøu', 'Siphar', 'Shiro (French Player)', 'GoldenPenny', 'Sting (French Player)', 'Dragnir', 'Puidow'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [YoD esport] in competition [Mastercard Nexus Tour 2022/Etape 6] as RL and R not equal: ['Flareon', 'Bobby (French Player)', 'Shaaaw', 'Kõby', 'Vicheapagna', 'Mooz', 'Koby (French Player)'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Diatomyth] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['Azerpyro', 'Daenaviia', 'Zyde', 'Hakai (French Player)', 'Soanne'] | 
Ignoring roster for [DREAGS] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['Senkuu', 'Snoop', 'Katashi', 'Monsieur Muscle', 'Zaycear'] | 
Ignoring roster for [EGM Dhole] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['Grey (French Player)', 'Kisine', 'Efasio', 'Nicolo', 'Dreanox'] | 
Ignoring roster for [Exalty] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['Farhed01', 'Karkên', 'VPX Monstrob', 'ψ ßαŘκS ψ', 'Ploþ'] | 
Ignoring roster for [Filous De Piltover] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['Kasipasun', 'Impredictible', 'Tînky', 'Gridou', 'Flamyy'] | 
Ignoring roster for [Fragbox] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['Shiro (French Player)', 'Meta (French Player)', 'Vaalouu', 'Toto', 'Neo (French Player)'] | 
Ignoring roster for [HorYjin Esport] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['Frère de Zeus', 'EDOM', 'LeoKujo', 'Tîc (French Player)', 'Sugói (Mauritian Player)'] | 
Ignoring roster for [I5] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['Yonikkss', 'Neraxx', 'Mel2', 'Deepy', 'Chubby'] | 
Ignoring roster for [Inspiration (French Team)] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['Azidra', 'Wetric', '4lgerie', 'Eyko Sama', 'Holdark'] | 
Ignoring roster for [JCS Elite] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['Zoller', 'Tak (French Player)', 'Wiosna', 'Takotake', 'RakanSon'] | 
Ignoring roster for [La Secte] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['AtoMic NoXuS', 'Crαkαn', 'l Am Batman', 'Sïgma (Pierre Annet)', 'LA DOUAANE'] | 
Ignoring roster for [La Théorie des Egirls] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['Varian', 'Jean (Jean Toussaint)', 'Slix', 'Xay', 'Sunfry'] | 
Ignoring roster for [Le Minotaure] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['Zykwa', 'Neyko', 'Asl', 'Random (French Player)', 'SteaGL'] | 
Ignoring roster for [Les chaussettes de Yamy] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['Dratiko', 'Napo', 'Yamy', 'Stret', 'Chakib'] | 
Ignoring roster for [Les Chuggers] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['SÉJIYÙ LE FLEURI', 'IENCH TARIC', 'Ushuala', 'Mathias', 'Nazmi'] | 
Ignoring roster for [Les clowns sont de sortie] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['YokoHiro', 'Eupho', 'Revo (French Player)', 'Ryse', 'BarbasOgun'] | 
Ignoring roster for [Les Flexers] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['Walou Garou', 'Arklow', 'SAYN (Les Flexers)', 'Spraight', 'Takyre'] | 
Ignoring roster for [Les Touristes] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['Rares', 'Taish', 'Clemso', 'Elyo', 'Volta'] | 
Ignoring roster for [LKD reborn] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['Myw', 'Patamon', 'REVIENS A KONOHA', 'Shaker (French Player)', 'Théau'] | 
Ignoring roster for [Mari Véro Gang] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['Athor', 'SoulRey', 'Pacou', 'Kross', 'Maskas'] | 
Ignoring roster for [Metalkyria] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['Moench', 'Patch', 'YoxHell', 'Akeno Zeri', 'Kasane'] | 
Ignoring roster for [MightyFox] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['Flo', 'Leny (Lény Rombaut)', 'Wakoo', 'Djany', 'Snake (French Player)'] | 
Ignoring roster for [New Game+] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['adidias', 'Adiven', 'Darth Pingu', 'Marcelzgeg', 'Rayan'] | 
Ignoring roster for [NOMAD] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['marychou', 'Damien (French Player)', 'Vall', 'Whomper', 'Yams'] | 
Ignoring roster for [OUI OUI OUI] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['Alisan', 'Keutur', 'Néo', 'Lucky (French Player)', 'Eagle (French Player)'] | 
Ignoring roster for [SENTINEL] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['Edeern', 'Dydy12', 'vilow', 'Zelda', 'Tora'] | 
Ignoring roster for [Sexion Dassaut] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['Répulsif', 'Hard le GROS NOOB', 'Klaus (French Player)', 'Rika (French PLayer)', 'Powah'] | 
Ignoring roster for [Sikeli Reborn] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['FireSpirit', 'VooodDoooD', 'Tazad', 'Dertyup', 'Arieshow'] | 
Ignoring roster for [SOBA ESPORTS] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['SpikyCactus', 'Betto', 'Neik', 'Ezriel', 'TVprototypee'] | 
Ignoring roster for [Team Start Esport] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['Kagaaaaa', 'KikiEnClaket', 'Guirake', 'Made Jhin', 'KirinTor'] | 
Ignoring roster for [TUEURS] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['Ripp', 'Kameto', 'Tiky', 'Vespa', 'Damgos'] | 
Ignoring roster for [USM eSport] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['Herwyn', 'taedium', 'Kerri', 'Zacqouille', 'Born2kite'] | 
Ignoring roster for [Volkan Gaming] in competition [Mastercard Nexus Tour 2022/Etape 7] as RL and R not equal: ['Ipados', 'Venaks', 'Naikyu', 'Arkadia', 'Bliio'] | 
Ignoring roster for [Amazing (French team)] in competition [Mastercard Nexus Tour 2022/Gamers Assembly 2022] as RL and R not equal: ['Furosse', 'Mafro', 'RaiZeR', 'Naikyu', 'Kyu', 'Makamasse'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Nunuz] in competition [Mastercard Nexus Tour 2022/Gamers Assembly 2022] as RL and R not equal: ['Kats', 'Medhi', 'Chat', 'wawek', 'SÉJIYÙ LE FLEURI', 'Doromea'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Team SNCF Gaming] in competition [Mastercard Nexus Tour 2022/Gamers Assembly 2022] as RL and R not equal: ['Hikar', 'Alméria', 'DrAtsisama', 'Mcwheel', 'Khabou', 'Arthyfice'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Amazing 2021 Edition] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['Reo', 'Sami (French Player)', 'Vik', 'Incré', 'Bartoh'] | 
Ignoring roster for [BRAVENS] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['Kyrou', 'NICO', 'Zen (French Player)', 'Crackman', 'Cottira'] | 
Ignoring roster for [C LES RAINETTES BELEK] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['Farhed', 'Hawlight', 'Statiik', 'Weiko', 'PowerSmite'] | 
Ignoring roster for [CRADOPAUD] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['Uhtred', 'Charles', 'Alex (French Player)', 'Nitjit', 'Bliio'] | 
Ignoring roster for [CROA CROA] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['Lithosphere', 'Venaks', 'Guirake', 'Booshi', 'Newt (French Player)'] | 
Ignoring roster for [CSG semper] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['Meta (French Player)', 'GrosKiwi', 'Ronor', 'keikowah', 'Hitake'] | 
Ignoring roster for [Cycom Esport] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['C7', 'Eldarze', 'Blue (French Player)', 'Melaz', 'Shayx', 'Palfeu'] | 
Ignoring roster for [Death Flowers] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['vdeckk', 'Lilou', 'no tiit no flame', 'LNS TLK', 'OrionMCS', 'Anoying'] | 
Ignoring roster for [DIVE Esports] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['Rinoari', 'mimolettus', 'Ash (French Player)', 'only (French Player)', 'Kacryde'] | 
Ignoring roster for [Falk Esport] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['MasK (European Player)', 'Soufiene', 'Accalmie', 'Sïgma (Pierre Annet)', 'Aymenkaze', 'Aurorah'] | 
Ignoring roster for [Forerunners] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['Noah (French Player)', 'Karken', 'MasTou', 'Crayy', 'Mirouka'] | 
Ignoring roster for [Imperial League E-Sport] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['HappY (French Player)', 'Vulcanone', 'karetekan', 'Mooz', 'BOT 99', 'empphyix'] | 
Ignoring roster for [KMT (French Team)] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['Sadrac', 'Bordeo', 'Dro', 'Jihi', 'Fapa', 'Raninglief'] | 
Ignoring roster for [La LoserQ] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['4zr9pw4', 'keziix', 'Legalyth', 'olynn', 'KoutoTV'] | 
Ignoring roster for [La Meute] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['Walou Garou', 'Blanquette', 'Sollah', 'PoyPoy', 'Takyre'] | 
Ignoring roster for [La Secte] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['atomic noxus', 'Güardol', 'ZaGaa', 'Chaww', 'adidias'] | 
Ignoring roster for [LDV Esport] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['Dyemon', 'Sylvemadness', 'Frost (French Player)', 'Clemeragon', 'Bodies'] | 
Ignoring roster for [Le Sanctuaire] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['Nathan', 'Lunax', 'MatFreez', 'Straeker', 'Motrix'] | 
Ignoring roster for [Les Boomers] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['KaTaShi', 'Senkuu 999', 'Draptix', 'Monsieur Muscle', 'ShLaYa', 'Ivøry'] | 
Ignoring roster for [LF Coach/Struct] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['mel2', 'Taaq', 'Shodaboy', 'Ozkkan', 'Chaleureux', 'Kaisao'] | 
Ignoring roster for [MAREKAGE] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['Leuz', 'EML Romeo', 'Yams', 'Akimasai', 'BG'] | 
Ignoring roster for [Maverick (French Team)] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['Zaycear', 'Moufy', 'Infinity (French Player)', 'plastikdada', 'Sun Fry'] | 
Ignoring roster for [Ness E-Sport] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['Wýzz', 'Leny (Lény Rombaut)', '7eus', 'Chacy', 'lysaagiel'] | 
Ignoring roster for [New Blacks Esport] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['NB Foxito', 'NB MaxouTigrou', 'NB Vall', 'NB Batman', 'NB Zest', 'Granturie', 'Mentally iłł'] | 
Ignoring roster for [NSJ Esport] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['FUERZA', 'Sunflower', 'Ryzen', 'XeiXei', 'Louwie'] | 
Ignoring roster for [Oblivion Esport] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['Bilbou', 'Skain (French Player)', 'Tarraa', 'Megafini', 'YEEJ'] | 
Ignoring roster for [Projet S] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['Aminatooo', 'AQT Benjijou', 'AS Raphi', 'Hovha', 'Liki', 'IStoleTheirBacon', 'Hamza'] | 
Ignoring roster for [SENTINEL] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['Dydy', 'Jean2', 'Vilow', 'Xay', 'Tora'] | 
Ignoring roster for [SOBA] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['Cactus', 'Neik', 'Ezriel', 'Viken', 'Yanis'] | 
Ignoring roster for [Synergie E-sport] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['EnzoD', 'rayanito', 'Math', 'NGP Marcelzgeg', 'Edruto', 'DialZz', 'Eripio', 'TheSneakyRabbit'] | 
Ignoring roster for [Team PlayHard] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['Edeern', 'Doumzy', 'Kisine', 'Blazian', 'Yougz'] | 
Ignoring roster for [TeamBrad] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['Minoka', 'Agou', 'Matiou', 'Djoo', 'Furah'] | 
Ignoring roster for [UC Targon] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['SenSen', 'baguette comté', 'SuperMao', 'Shaaaw', 'Aricot'] | 
Ignoring roster for [Voltage] in competition [Mastercard Nexus Tour 2023/Etape 1] as RL and R not equal: ['Ulysse', 'Poro', 'Kasipasun', 'Redox', 'Julgrim'] | 
Ignoring roster for [4 Fit 1 Fat] in competition [Mastercard Nexus Tour 2023/Etape 2] as RL and R not equal: ['Sengleur', 'Vulca', 'Bandô', 'Zatos', 'Pureperfect', 'Micro (French Player)'] | 
Ignoring roster for [Alpha SoloQ Players] in competition [Mastercard Nexus Tour 2023/Etape 2] as RL and R not equal: ['Snow Lion', 'Urban', 'Melon (Alexis Barrachin)', 'Wonderful', 'Rozpier', 'Arkadia'] | 
Ignoring roster for [BOZO] in competition [Mastercard Nexus Tour 2023/Etape 2] as RL and R not equal: ['Pintras', 'Sydi93', 'Sayn (Tarek Djoghlaf)', 'Cactus', 'Terasiel', 'BouquetinFr', 'Uhtred'] | 
Ignoring roster for [BRAVENS] in competition [Mastercard Nexus Tour 2023/Etape 2] as RL and R not equal: ['Kyrou', 'NICO', 'Zen (French Player)', 'Crackman', 'Kirintor', 'Waza'] | 
Ignoring roster for [Broken Esport] in competition [Mastercard Nexus Tour 2023/Etape 2] as RL and R not equal: ['Goldstrike', 'K (French Player)', 'Piroux', 'Shiroe', 'Sakuya (French Player)', 'Eldelyne'] | 
Ignoring roster for [BYOD Esport] in competition [Mastercard Nexus Tour 2023/Etape 2] as RL and R not equal: ['Shayne', 'Khronos', 'Nuiji', 'OMG (French Player)', 'Impredictible'] | 
Ignoring roster for [Cicadas Gaming] in competition [Mastercard Nexus Tour 2023/Etape 2] as RL and R not equal: ['jakoule', 'Nicolo522', 'Einard', 'Ascalon', 'Yoms4TV', 'Siphar', 'Galaxy (French Player)'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support', 'Coach']
Ignoring roster for [Couscous Grec Aubergine] in competition [Mastercard Nexus Tour 2023/Etape 2] as RL and R not equal: ['Suta', 'HECARUNDOWN1V9', 'RNJ rektay', 'WAYZ06', 'Graph', 'CG Asphyra'] | 
Ignoring roster for [CROA CROA] in competition [Mastercard Nexus Tour 2023/Etape 2] as RL and R not equal: ['Kwebz', 'Iliks', 'Guirake', 'Lithosphere', 'Makoto'] | 
Ignoring roster for [Cycom Esport] in competition [Mastercard Nexus Tour 2023/Etape 2] as RL and R not equal: ['C7', 'Eldarze', 'Kazuri', 'Melaz', 'Shayx', 'Palfeu'] | 
Ignoring roster for [DayLight ESC] in competition [Mastercard Nexus Tour 2023/Etape 2] as RL and R not equal: ['Chance (French Player)', 'Ben (French Player)', 'PRDX', 'STBANGER', 'Ttoastty', 'Celdo'] | 
Ignoring roster for [DIVE Esports] in competition [Mastercard Nexus Tour 2023/Etape 2] as RL and R not equal: ['Rinoari', 'mimolettus', 'Ash (French Player)', 'Atrex', 'Gambino'] | 
Ignoring roster for [Doll's Myrmidon Gaming] in competition [Mastercard Nexus Tour 2023/Etape 2] as RL and R not equal: ['AzoKiZ', 'Crakan', 'jayy', 'Ubots', 'Tropic'] | 
Ignoring roster for [Dopamine Dream] in competition [Mastercard Nexus Tour 2023/Etape 2] as RL and R not equal: ['UnS Varian', 'Jean (French Player)', 'Justin (French Player)', 'Xay', 'bLankkz', 'Karetekan'] | 
Ignoring roster for [DREAGS] in competition [Mastercard Nexus Tour 2023/Etape 2] as RL and R not equal: ['Blax (Maxime Thomas)', 'SoulRey', 'Louis', 'Nilsog', 'Maskas'] | 
Ignoring roster for [ETVN] in competition [Mastercard Nexus Tour 2023/Etape 2] as RL and R not equal: ['Vallheim', 'Solo Zefta', 'Vik', 'Acho', 'Chaleureux', 'OneforOne'] | 
Ignoring roster for [Exalty] in competition [Mastercard Nexus Tour 2023/Etape 2] as RL and R not equal: ['Mietek', 'TwitS', 'Linrey', 'Synks', 'Tolgear', 'Bliio'] | 
Ignoring roster for [Exotic French] in competition [Mastercard Nexus Tour 2023/Etape 2] as RL and R not equal: ['MisterFriz', 'Darkyoshi', 'genosect', 'Ludovyc', 'nnayspy', 'Darth Pingu'] | 
Ignoring roster for [Falk Esport] in competition [Mastercard Nexus Tour 2023/Etape 2] as RL and R not equal: ['Mehdi', 'Aurorah', 'Soufiene', 'Accalmie', 'SHINSO'] | 
Ignoring roster for [First Time Together] in competition [Mastercard Nexus Tour 2023/Etape 2] as RL and R not equal: ['LaFleur', 'Dym', 'Washe', 'Garguentua', 'Nounours'] | 
Ignoring roster for [Frost Tails] in competition [Mastercard Nexus Tour 2023/Etape 2] as RL and R not equal: ['Ivann', 'Daenaviia', 'FT Mars', 'FT Rakeback', 'Naillik37'] | 
Ignoring roster for [GoDisband] in competition [Mastercard Nexus Tour 2023/Etape 2] as RL and R not equal: ['LFT Agou', 'Matiou', 'Cool Kid Djoo', 'Miiinoka', 'Furah'] | 
Ignoring roster for [Heka] in competition [Mastercard Nexus Tour 2023/Etape 2] as RL and R not equal: ['Nex (French Player)', 'Crazy (French Player)', 'BlegeRV', 'Mandrill', 'MGQB'] | 
